ds_n,model,strategy,n.samples,n.attributes,n.rare,p.rare,L1.mean,L1.min,L1.max,L1.sd,L2.mean,L2.min,L2.max,L3.mean,L3.min,L3.max,L3.sd,T2,T3,T4,C2.mean,C2.min,C2.max,C2.sd,C3.mean,C3.min,C3.max,C3.sd,C4.mean,S1.mean,S1.min,S1.max,S1.sd,S2.mean,S2.min,S2.max,S2.sd,S3.mean,S3.min,S3.max,S3.sd,S4.mean,S4.min,S4.max,S4.sd
delta_elevators,RF,WC,9517,6,1109,11.6528317747189,0.0408046412885328,8.83172083724063E-06,0.408991189954834,0.03478037312235,0.0028745659985272,0.0028745659985272,0.0028745659985272,0.002380783548054,4.12617313128122E-10,0.100033186528116,0.0048387176773433,0.0006304507723021,0.000105075128717,0.166666666666667,0.302460139011534,0.063708367343128,0.686832061284759,0.280431366675097,0.75922034254492,0.279289692129873,0.999369549227698,0.290287715133506,0.015971419564989,0.0531074369872184,0,0.444444444444444,0.0508341004486601,0.122317700964872,0.002458432304038,0.383566108831156,0.053667894515209,0.005425134114925,0,0.197530864197531,0.0100646138413499,0.0029315303263511,0,0.197530864197531,0.0079100409824541
fishcatch,RF,SG,158,7,13,8.22784810126582,0.0628112804789233,0.0016055482891099,0.204880410126924,0.0473453836313526,0.0061726550575437,0.0061726550575437,0.0061726550575437,0.0060443348337319,9.90007252147269E-07,0.0422653929901664,0.0081834822437087,0.0443037974683544,0.0126582278481013,0.285714285714286,0.537794802380868,0.111732246648014,0.964388337910529,0.402769042050508,0.296564195298373,0,0.829113924050633,0.316000275067466,0.0569620253164557,0.0369380428488709,0,0.248484848484849,0.0444349445644657,0.145935558251892,0.0043324870982837,0.525986141482322,0.114148220448287,0.0023590709860399,0,0.0330578512396694,0.0052950341269861,0.0018477182878168,0,0.077722681359045,0.0088232314876941
forestFires,RF,GN,517,12,79,15.2804642166344,0.0177018986878638,1.9982883642936E-05,0.974654222150771,0.0548605861916767,0.0033172196955381,0.0033172196955381,0.0033172196955381,0.0017702784345713,7.326053144E-11,0.514120016527138,0.0232432161973003,0.02321083172147,0.0019342359767891,0.0833333333333333,0.0527110756397123,0.0124959283440451,0.11768125056348,0.0302259308650692,0.870083816892327,0.599613152804642,0.998065764023211,0.100298645820684,0.0154738878143133,0.0243081819600513,0,1,0.0965224434034809,0.204824752855151,0,0.421447183467551,0.074433140816751,0.006835795247204,0,1,0.0678636164021745,0.0012649210860041,0,0.23469763114993,0.0119275652973589
fri_c0_1000_50,SVR,WC,1000,50,27,2.7,0.0738670293692968,9.6497892046157E-05,0.492889580990678,0.0631475585924311,0.0094399645698728,0.0094399645698728,0.0094399645698728,0.0073756230915577,1.80498020198565E-11,0.178842583411911,0.0140502684455717,0.05,0.047,0.94,0.0584522193751741,0.0008786768786768,0.566077442077442,0.112210373618823,0.58116,0.361,0.619,0.047463137146159,0.149,0.168025845474246,4.97341894545311E-06,0.734813151080838,0.130693431446622,0.328025863236408,0.209777830542417,0.445265637744837,0.0347455122306478,0.0447645690963924,2.47348960069919E-11,0.53995036700135,0.0649223920842379,7.41205425323558E-05,7.1176563624932E-15,0.0723021854261812,0.0022875520681478
fri_c0_250_10,SVR,WC,250,10,16,6.4,0.0950232132119959,6.16433751627456E-05,0.380141700207789,0.0726850659139691,0.0142913973808228,0.0142913973808228,0.0142913973808228,0.0104218534593288,1.01702518863446E-06,0.0861049453991749,0.0139933116267244,0.04,0.04,1,0.175042595881534,0.0026891950271204,0.560345221523544,0.206648260729506,0.5196,0.364,0.584,0.0788686672048328,0.356,0.143768424502479,0.0009039827314454,0.588765430117427,0.110276036466977,0.314264109466973,0.119267189913385,0.544841844556032,0.072470100314507,0.0309539935528025,8.1718477875154E-07,0.346644731701359,0.0494209352631853,0.0037652651534936,5.97003143078253E-13,0.153844512427125,0.0175391819546603
fri_c2_100_5,MLP,WC,100,5,14,14,0.168987628701041,0.0011088795996944,0.502806893243191,0.10998438227852,0.0405324173557368,0.0405324173557368,0.0405324173557368,0.033735280694379,4.52439668184544E-07,0.211903819461094,0.0416809350027551,0.05,0.04,0.8,0.2276699669967,0.0397359735973597,0.356519651965197,0.131798146192427,0.498,0.46,0.54,0.0294957624075053,0.63,0.120180231148596,0.0039332180421911,0.525639421574532,0.110593526757104,0.288198547648926,0.0493097835730524,0.758853650087515,0.136145609098026,0.0280673743429079,1.5470204167418E-05,0.202239182022821,0.0481306036723133,0.0206583821955799,7.28207624469948E-13,0.300084541742813,0.0560951738913258
fri_c2_500_25,BG,WC,500,25,45,9,0.147187469770135,0.000563570198921,0.484000765140802,0.100001972702634,0.0316445450126638,0.0316445450126638,0.0316445450126638,0.0287558414043246,7.80719429476748E-08,0.209127703460118,0.0348797210712505,0.05,0.044,0.88,0.0735217328069312,0.001814791259165,0.293484117936472,0.0878066979981385,0.56448,0.456,0.612,0.0456810682887342,0.35,0.174425565856228,0.0019818370303177,0.848874384143654,0.163753940394551,0.318232600861793,0.213107971936389,0.451320440623432,0.0458166105871251,0.0596890489660462,3.92767801473862E-06,0.526966788868478,0.0963083553608024,0.0012243001835681,7.94899549493411E-13,0.312267735992477,0.0183725706072758
fri_c3_100_50,RF,WC,100,50,11,11,0.112119728876975,0.0004546194018778,0.344979877632273,0.0775546033802487,0.0185254029438593,0.0185254029438593,0.0185254029438593,0.0140931269195903,1.12112170381203E-07,0.0629501860996837,0.0152209078511612,0.5,0.38,0.76,0.0878456645664566,0.0006720672067206,0.507518751875188,0.0857921250065847,0.55,0.43,0.63,0.0476809121950818,0.65,0.224121050393087,0.0017133013880735,0.828077589734951,0.203640902723772,0.323597052257824,0.252042570857669,0.387687873639746,0.0293378151714805,0.0904317617203539,2.93540164637483E-06,0.685712494621246,0.152476080774459,0.0002191346314876,1.58973606618928E-10,0.0150092106013731,0.001524755692193
fri_c3_1000_10,BG,WC,1000,10,82,8.2,0.10842056131939,0.0007059282241471,0.365883735058601,0.0686684794313767,0.0164656628241617,0.0164656628241617,0.0164656628241617,0.0147930529884205,8.36668152059478E-09,0.115554553644893,0.0162703859715429,0.01,0.007,0.7,0.112135945785898,0.0007232887232887,0.444504576504577,0.130278860723392,0.5373,0.428,0.615,0.0636030222901746,0.461,0.0920009159144232,0.0001555121485304,0.437070179994178,0.0856806652301011,0.272217092212131,0.0414839492445549,0.567089381550054,0.0833911409138955,0.0144754803376045,2.41840283405692E-08,0.191030342240143,0.0268570848401151,0.0072203265932902,2.47163847942537E-16,0.196943798906739,0.0216768297889596
fri_c3_1000_5,MLP,SG,1000,5,82,8.2,0.122030291686495,0.0001931764552874,0.358994075515537,0.0756022567925908,0.0206013776199918,0.0206013776199918,0.0206013776199918,0.0185695847966641,1.63629959629817E-07,0.128308006674571,0.0205200342728418,0.005,0.003,0.6,0.190985262185262,0.0374172254172254,0.427750231750232,0.147925499058805,0.5046,0.455,0.542,0.0357673035047374,0.55,0.0498995322437412,0.0001602230369316,0.311633537492855,0.0441860849804746,0.217816203887974,0.0101007938801231,0.664827047257083,0.13290752066859,0.003664801729723,4.75040193324423E-08,0.0735440740562248,0.0066949792379233,0.0133395771863422,4.10906435967909E-15,0.308821036025209,0.033258887464756
fri_c3_1000_50,DT,WC,1000,50,25,2.5,0.11349388823131,0.0005716743643236,0.358122588724661,0.0756610592292451,0.0185997339536688,0.0185997339536688,0.0185997339536688,0.0163122022313617,3.20757662125374E-09,0.122061165894847,0.018393789368624,0.05,0.044,0.88,0.047306425946426,0.002004014004014,0.436115488115488,0.0685219419824054,0.57772,0.428,0.612,0.0327065118648771,0.537,0.148602489962349,0.0004595359329238,0.673238438228823,0.12379622153168,0.321352808325203,0.220183278289745,0.442225839438196,0.0330240536189034,0.0372953626878009,2.1117327364819E-07,0.377861742471518,0.0564167308347087,2.58160144855596E-06,2.06502612247374E-15,0.0009324626302376,3.6887353435906E-05
fri_c3_250_5,MLP,RO,250,5,34,13.6,0.125483022237624,0.0010199298782662,0.384822711111372,0.0806947114012334,0.0222315787722238,0.0222315787722238,0.0222315787722238,0.0200627688641816,4.35786796877563E-09,0.171323852702002,0.0241414723724991,0.02,0.012,0.6,0.197267412278596,0.0231044976719628,0.479650938415015,0.183975460655217,0.528,0.38,0.62,0.104613574644976,0.576,0.0765800222552961,5.61451981618832E-05,0.296000736235128,0.0588577310485334,0.208708539080268,0.0173342095678768,0.572433633339092,0.124703812665072,0.0082727127423342,3.15228327663714E-09,0.0876164358517376,0.0133348176678333,0.0177581007041776,1.17084057514144E-11,0.294727733774686,0.0473655502598286
fri_c3_500_5,MLP,WC,500,5,63,12.6,0.114861250251517,0.0004908285353574,0.435629106460942,0.0734359377871691,0.0185751580941053,0.0185751580941053,0.0185751580941053,0.0167957132286199,1.99966665781797E-08,0.154837108937865,0.0194417321623311,0.01,0.006,0.6,0.152921123684495,0.0252085488341953,0.387805743222973,0.144267323976747,0.5004,0.44,0.566,0.0495661174594097,0.52,0.0537078046927517,3.14109857729172E-05,0.407643038372573,0.0495121018913683,0.212792459164594,0.0128127440122432,0.613563006795493,0.140805266936013,0.0048201177219793,9.86650027226409E-10,0.166172846733623,0.0107989175684505,0.0109346253851512,1.56565555356937E-12,0.231867136570911,0.0297791255266631
fri_c4_1000_10,RF,WC,1000,10,89,8.9,0.105670662985793,0.0001211345694867,0.38355002112422,0.067278032221689,0.0156880963018599,0.0156880963018599,0.0156880963018599,0.0142086623218073,9.89887756797754E-08,0.107537019979855,0.0155096921351275,0.01,0.007,0.7,0.108856362856363,0.0094892254892254,0.441103857103857,0.135681182199112,0.5451,0.432,0.609,0.0582817867490923,0.466,0.0884511900730389,0.0001125014105808,0.454737572569711,0.081897369236328,0.262034263450593,0.0739537591944873,0.551470197923744,0.0849557788015521,0.0136601716374534,1.26565673826774E-08,0.206786259906593,0.0258162425780324,0.0076646058999088,3.44195646885882E-16,0.194148318530299,0.023493722221014
fri_c4_1000_25,BG,WC,1000,25,99,9.9,0.117377868314142,0.0003954901759343,0.440283664592917,0.0752780796480644,0.0194386864561969,0.0194386864561969,0.0194386864561969,0.0174953631883121,2.04185500181417E-08,0.190841961417966,0.020585320333763,0.025,0.021,0.84,0.0622146377346377,0.0081690681690681,0.431515331515332,0.0849248122828753,0.57056,0.445,0.612,0.0385822498048001,0.506,0.134082896668341,0.0001364646926354,0.78294607228096,0.121023741902433,0.302080351945637,0.151295274553744,0.509731472562297,0.048745633030204,0.0326394696155704,1.86226123360808E-08,0.540939433247375,0.0570094347510621,0.0012191712555828,9.81716194759534E-15,0.171754037988765,0.0099314650427111
fri_c4_1000_50,BG,WC,1000,50,20,2,0.101821382509734,4.59566058000846E-05,0.489613771385516,0.0679339628799633,0.0149780022254572,0.0149780022254572,0.0149780022254572,0.0135460325588487,3.12424625521536E-07,0.206405007895159,0.0169189520083411,0.05,0.044,0.88,0.0457114736314736,0.0015659295659295,0.414572490572491,0.0663364372162357,0.58706,0.457,0.627,0.029708385403204,0.474,0.133022906528512,0.0003330484972944,0.784557316996999,0.110760424474212,0.318058904376598,0.213402583602463,0.425630779528109,0.034613771436062,0.0308529810073543,1.10921301550078E-07,0.61553018365353,0.0472565853307975,9.70850857456443E-06,7.24872363908485E-14,0.0056472416415869,0.0001993400825733
fri_c4_250_10,DT,WC,250,10,35,14,0.113005381817049,0.0007170368953722,0.324270606412296,0.0732700056873405,0.0181172360781062,0.0181172360781062,0.0181172360781062,0.0170990492299512,2.37654497246263E-06,0.155612563140397,0.0210206914345195,0.04,0.028,0.7,0.140688023808381,0.0411282100513608,0.510589545432727,0.13816029183568,0.5352,0.396,0.596,0.0637439321731009,0.504,0.117770001799868,0.0001448339382855,0.533831161248089,0.101816462602935,0.268920448064266,0.078166133190407,0.50088713863636,0.0920808785638416,0.0228926813893034,2.70034873316106E-07,0.284975708719484,0.0370625116042931,0.0065034451911724,6.59452762686016E-13,0.106917009237372,0.0176526390721061
fuel_consumption_country,RF,WC,1764,37,164,9.29705215419501,0.030487178799134,8.82204338781708E-06,0.492748858203722,0.0302362104590673,0.0018431782239743,0.0018431782239743,0.0018431782239743,0.0014031209920888,5.54455647316E-09,0.116514021701544,0.0046032565064015,0.0209750566893424,0.0051020408163265,0.243243243243243,0.312505281789969,0.0048651537028721,0.716751086426621,0.209791239284571,0.54464668750383,0.163832199546485,0.991496598639456,0.208744660103913,0.150226757369615,0.0329917093372909,0,0.520547945205479,0.0405789643447303,0.0690067375586065,0,0.336206301257073,0.0626342119657199,0.0015115650939177,0,0.0992681553762432,0.0042892048482876,0.001164683306609,0,0.178327552936518,0.0073934503448982
heat,SVR,RO,7400,11,664,8.97297297297297,0.0360529630545184,1.08142422469747E-06,0.457090445521939,0.0360759281251264,0.0026011128604254,0.0026011128604254,0.0026011128604254,0.0023891807958251,4.511565587E-11,0.2107294762093,0.0080301511406578,0.0014864864864864,0.0004054054054054,0.272727272727273,0.246312873971791,0.0205326923654436,0.621413073158184,0.232413033729143,0.709078624078624,0.319189189189189,0.988378378378378,0.264278894137826,0.317297297297297,0.0080338530661647,3.61768323565576E-05,0.0896100137471963,0.0058418386682531,0.247168988634578,0.0022727272727272,0.595534178314519,0.11944370836513,7.02140813025435E-05,2.20003093811499E-06,0.0009657114983029,8.03759838681007E-05,0.0005055122844319,0,0.0282167254075437,0.0015226102042163
humans_numeric,MLP,SMT,75,14,10,13.3333333333333,0.169778175532239,0.0001919370071703,0.607790119194174,0.136375246086904,0.0471748605290491,0.0471748605290491,0.0471748605290491,0.0454000568545466,2.20479553477994E-05,0.289232984142698,0.0661969352188879,0.186666666666667,0.0933333333333333,0.5,0.0570605204315637,0.0009673314834091,0.131119743915883,0.041962825959552,0.788571428571429,0.56,0.986666666666667,0.156531388871612,0.786666666666667,0.260849277436786,0.0015265621931782,0.993588438788651,0.26466853737128,0.157474665456506,0.0275820463320463,0.521104259565166,0.102371005148678,0.127969943651091,2.33039212964118E-06,0.98721798569447,0.203247795145761,0.0169192853791933,0,0.361623948319683,0.0571659008403947
kc1-numeric,SVR,SMT,145,94,29,20,0.019159801551443,0.0001006297639814,0.0721971937599381,0.0170828721138049,0.0006569099322531,0.0006569099322531,0.0006569099322531,0.0012864122823574,1.17237794663063E-10,0.11764862405987,0.0097911077260074,0.648275862068965,0.0068965517241379,0.0106382978723404,0.394003492169757,0.0039639863262795,0.592141184606946,0.21572414081444,0.71496698459281,0.172413793103448,0.993103448275862,0.188018728330674,0.0275862068965517,0.0391914191419142,0,0.772277227722772,0.077998800768078,0.117762263750122,0.0062908463556421,0.334900639110613,0.072900205560756,0.0076131819395664,0,0.596412116459171,0.04983536131559,0.0012633196061922,0,0.0392118419762768,0.0054509155431072
kdd_coil_1,DT,NONE,316,18,34,10.7594936708861,0.138300827796539,0.0001904711511399,0.708937801717753,0.122624974468697,0.034116418255557,0.034116418255557,0.034116418255557,0.0300295756378844,3.60612510641603E-06,0.471185242241911,0.0564156995094659,0.0569620253164557,0.0063291139240506,0.111111111111111,0.300589536721871,0.0266679611027014,0.708505078947019,0.212769553118787,0.557489451476793,0.237341772151899,0.825949367088608,0.161825263049528,0.667721518987342,0.178739350231555,0,0.975501113585746,0.210880996758528,0.243801079500158,0.0003266389805001,0.502993044864843,0.11270076007777,0.0724285794744714,0,0.951602422607031,0.147121618867667,0.0137471149035189,0,0.915341817181345,0.0825289722224325
kdd_coil_2,SVR,GN,316,18,43,13.6075949367089,0.0884524254750325,5.62780249990543E-05,0.881800152839884,0.101290295562558,0.0180510880666325,0.0180510880666325,0.0180510880666325,0.0156905482102943,3.51209903733297E-08,0.511159950342972,0.0487243286030653,0.0569620253164557,0.0063291139240506,0.111111111111111,0.241078848015969,0.0001205085790297,0.459689179778686,0.153038285677516,0.761779184247539,0.674050632911392,0.920886075949367,0.0704095041499347,0.186708860759494,0.109248327430146,0,0.986225895316804,0.154813345372664,0.250925342568582,0.0003266389805001,0.508022672613932,0.117877572772606,0.0345899724210502,0,0.774690936411447,0.0941950886593216,0.0030847143486588,0,0.165109016536515,0.0154075422720971
kdd_coil_3,SVR,SMT,316,18,48,15.1898734177215,0.0941150093996932,9.36194244188494E-05,0.879249596514033,0.100074859760831,0.0188409195835045,0.0188409195835045,0.0188409195835045,0.0152780157992484,6.59967376634311E-07,0.348652552388359,0.037175625414032,0.0569620253164557,0.0063291139240506,0.111111111111111,0.130619899854288,0.0005084135464771,0.347049979076676,0.108279210879917,0.794655414908579,0.658227848101266,0.962025316455696,0.0773244293438853,0.208860759493671,0.118802848242101,0,1,0.157468515426539,0.24934981553365,0.0016711525255148,0.514096356344576,0.107236241266778,0.0363872743017742,0,1,0.101671182672503,0.0057760919301499,0,0.710693521871895,0.0440380790406025
kdd_coil_4,SVR,SG,316,18,44,13.9240506329114,0.0516432894180416,9.10165455942883E-05,0.862763164605434,0.0670214527341364,0.0071446896738052,0.0071446896738052,0.0071446896738052,0.0046558220014125,1.80258164007E-09,0.157155190233701,0.014938813320342,0.0569620253164557,0.0063291139240506,0.111111111111111,0.119846310938342,0.0035770684688358,0.362616131694827,0.109404204083702,0.765998593530239,0.332278481012658,0.914556962025316,0.175821801862932,0.0253164556962025,0.0594686948853616,0,0.923611111111111,0.0949341584614182,0.236312558724437,0.0004602783566767,0.52078098999782,0.104912986226811,0.011377395699035,0,0.853057484567901,0.0535240990314111,0.0026293458107129,0,0.242432543624108,0.0178839217795707
kdd_coil_5,SVR,GN,316,18,38,12.0253164556962,0.0746520384243276,7.50753618468271E-06,0.750910260054096,0.0948653189188798,0.0145438763696349,0.0145438763696349,0.0145438763696349,0.0131876095579905,1.67285577594496E-10,0.551569764401464,0.0500417461890018,0.0569620253164557,0.0063291139240506,0.111111111111111,0.206264222287166,0.0092162767909447,0.516731007909196,0.162121558952526,0.72274964838256,0.64873417721519,0.848101265822785,0.0596311335612215,0.120253164556962,0.0886083183955524,0,0.968903436988543,0.129578306615765,0.250210095736746,0.001251426938321,0.492046593806403,0.107921559653886,0.0249867262228837,0,0.938773870208212,0.0830746591253503,0.0029972598612773,0,0.423733954246284,0.025895240079786
kdd_coil_6,SVR,GN,316,18,52,16.4556962025316,0.0901863024746779,0.0010182900439136,0.725862040582776,0.104215024455346,0.0189599709467817,0.0189599709467817,0.0189599709467817,0.0167941257838944,9.97429858289181E-10,0.398672265581035,0.0499679357380821,0.0569620253164557,0.0063291139240506,0.111111111111111,0.192485879042365,0.0060278360440003,0.536253364932139,0.130373403986935,0.80168776371308,0.572784810126582,0.962025316455696,0.0869567522497888,0.183544303797468,0.0951527805841809,0,1,0.165401236250808,0.229173590030129,0.001251426938321,0.501440735075656,0.106924686153186,0.0396249730709814,0,0.927802196263271,0.115505800064505,0.0024405888142697,0,0.241425933904943,0.0173168591523219
kdd_coil_7,SVR,SG,316,18,41,12.9746835443038,0.0838717897449049,0.000108657491463,0.89006316817095,0.126341539878695,0.0229461485712154,0.0229461485712154,0.0229461485712154,0.0210528950310334,2.39289790634869E-06,0.792460204507049,0.0936872434197455,0.0569620253164557,0.0063291139240506,0.111111111111111,0.119495041552747,0.0122426621320892,0.306868764137114,0.0951359480494802,0.804852320675105,0.389240506329114,0.987341772151899,0.126307408189931,0.113924050632911,0.0866686759091822,0,1,0.170095366616906,0.239358374567599,0.0022051944886789,0.484848990881568,0.104507376666691,0.0393046366514616,0,1,0.146884097042968,0.0079891951886243,0,0.950008011536613,0.0735169678383009
kidney,RF,GN,76,10,10,13.1578947368421,0.144920140644858,0.0009112807902485,0.545476270204149,0.12394202719334,0.0361613466100463,0.0361613466100463,0.0361613466100463,0.0263406838366628,3.45549837086224E-08,0.296298529125764,0.0466611418499632,0.131578947368421,0.0131578947368421,0.1,0.128183949893851,0.0056570459968274,0.44980649861647,0.130291807491496,0.588157894736842,0.394736842105263,0.684210526315789,0.0970973784022119,0.381578947368421,0.14047619047619,0,0.928571428571429,0.173621059995872,0.184859872826822,0.0003571428571428,0.637332635298737,0.181923811399523,0.0357310687432868,0,0.862244897959184,0.111475114992273,0.0034927875366576,0,0.141304670267698,0.0177794073407644
liver-disorders,DT,SMT,345,5,19,5.50724637681159,0.117066291974029,0.0009884790131217,0.68227433192612,0.0941486633289932,0.0225427948541799,0.0225427948541799,0.0225427948541799,0.0212654808413694,6.28971680760818E-09,0.525846602983401,0.0459669343711696,0.0144927536231884,0.008695652173913,0.6,0.218282964223591,0.0240782113244709,0.341523311213835,0.131530019236747,0.869565217391304,0.721739130434783,0.939130434782609,0.0905999977280451,0.376811594202899,0.161191860465116,0,0.8,0.137871227994151,0.124996246319231,0.0248416702122652,0.459561141609928,0.0754743971540599,0.0446213768115942,0,0.64,0.0806275378493856,0.0203099779726843,0,0.64,0.0581697186732189
lungcancer_shedden,BG,GN,442,24,25,5.65610859728507,0.113710514600832,0.0016228169839786,0.769382590168933,0.0924326169934783,0.0214545399763969,0.0214545399763969,0.0214545399763969,0.0178611254362762,6.04638277374628E-07,0.242183080829427,0.0288522861306154,0.0542986425339367,0.004524886877828,0.0833333333333333,0.100587027872457,0.0083189612153748,0.5045329075235,0.104476017451975,0.587481146304676,0.493212669683258,0.764705882352941,0.0681438201046079,0.597285067873303,0.155163318779817,0.0019610727067705,0.980536353385302,0.139257022334093,0.194676024914616,0.0687126100494628,0.363335452621112,0.0594269529274717,0.0405887697890652,3.84580616124051E-06,0.961451540310145,0.0814780305515749,0.0063023623984122,0,0.464114954774321,0.0370291551212652
maximal,RF,WC,1802,32,129,7.15871254162042,0.0184129476228139,6.70076359411458E-06,0.20405179768482,0.0208878694238434,0.0007750976076469,0.0007750976076469,0.0007750976076469,0.0006582912396042,4.593838324E-11,0.024355274252337,0.0016843758215207,0.0177580466148724,0.0027746947835738,0.15625,0.286686522252557,0.0012257252961715,0.90088294762534,0.240149246095556,0.672204495005549,0,0.99889012208657,0.260998222146908,0.0061043285238623,0.0162049889978818,0,0.37037037037037,0.0367271660874681,0.0613427020162753,0,0.431194093521607,0.0921358809350511,0.0005277637795462,0,0.0914875781130925,0.004277188080411,0.000330887978104,0,0.0345757855331471,0.00197835775183
meta,DT,SMT,528,65,108,20.4545454545455,0.015354182522659,3.17648916706672E-06,0.853921683144458,0.0553743138503298,0.0032962581412536,0.0032962581412536,0.0032962581412536,0.0029233120680308,3.05975398894925E-10,0.725873077022395,0.0413020990727727,0.123106060606061,0.0018939393939393,0.0153846153846154,0.133141859684755,0.0019588581118888,0.446106711684356,0.120620495284406,0.543560606060606,0.384469696969697,0.981060606060606,0.113266839212734,0.0075757575757575,0.0063634528580165,0,0.95509550701769,0.0565679267023243,0.114781769401392,0.0307692307692308,0.198734879375249,0.0450679766579436,0.0040931032953462,0,1,0.0615649201905682,0.0009938649999585,0,0.522190864043925,0.0227469403238115
Moneyball,BG,WC,1232,53,79,6.41233766233766,0.0291433479318452,1.12251176284801E-17,0.137304236074172,0.022842595652328,0.0013706953786953,0.0013706953786953,0.0013706953786953,0.0009519025327541,6.11243247721539E-09,0.0129101099173501,0.0014125391374287,0.0430194805194805,0.0008116883116883,0.0188679245283019,0.133108332186915,3.81539720841661E-05,0.911817785353312,0.20988049230706,0.502940455770644,0,0.874188311688312,0.139545507207626,0.0827922077922078,0.0744369359316557,0,0.402930402930403,0.056964512405737,0.0800958943391956,0.0066497158558867,0.15994453796834,0.0276119397815849,0.0082585792456279,0,0.155057091870279,0.0128891571964302,0.0008021295756605,0,0.0486985828095666,0.0032327323328233
mortgage,RF,RO,1049,15,106,10.1048617731173,0.0057645236881601,4.76718944840107E-06,0.0689455839296992,0.0059313131970066,6.83766724367284E-05,6.83766724367284E-05,6.83766724367284E-05,4.94947646879457E-05,9.52500616E-12,0.0038291462484777,0.0001541560192545,0.0142993326978074,0.0009532888465204,0.0666666666666667,0.883472145252756,0.595202417082213,0.986448850499952,0.105930843154579,0.0873848109310454,0,0.493803622497617,0.131680444572644,0,0.0084729853108809,0,0.113234253361642,0.0112417222909079,0.0851448981379078,0.0010076232371692,0.294296998945493,0.0728836490689202,0.000123747083164,0,0.0108230669713894,0.0005727013719851,0.0007190262788347,0,0.0306562660079028,0.0025819892041407
nasa_numeric,MLP,WC,93,90,15,16.1290322580645,0.0159631042514784,6.77210211349879E-19,0.175623891168797,0.02853650848063,0.0010603967521434,0.0010603967521434,0.0010603967521434,0.0007181336421491,1.25725188252085E-29,0.0196223614528972,0.0022826903377478,0.967741935483871,0.010752688172043,0.0111111111111111,0.217048546273807,0.0015209802903745,0.826939581060226,0.161572832208603,0.605017921146953,0.0537634408602151,0.989247311827957,0.132026000866576,0.0645161290322581,0.0621872015129879,0,0.491648989344842,0.0946820304810028,0.224189729630682,0.0001167852563011,0.392893762979607,0.106955083958679,0.0144666121141185,0,0.241718728723804,0.040859651634365,0.0011227246016317,0,0.0917057184301848,0.0095614550481103
no2,RF,WC,500,7,31,6.2,0.0780237845701705,0.0003340312847304,0.437524264507325,0.0639857701649262,0.0101737013846839,0.0101737013846839,0.0101737013846839,0.0084410489505402,4.51470484616605E-09,0.183334141471069,0.0158984343106772,0.014,0.004,0.285714285714286,0.220457947867362,0.0108733859785566,0.507171946598888,0.163356310034819,0.528,0.4,0.624,0.0807382602405245,0.136,0.0974569693947572,0,0.428668944619448,0.0834677411426824,0.241354653267994,0.0204161114734798,0.518687842537814,0.0915020952798349,0.0166811052663626,0,0.138185914941015,0.0261567617250981,0.0078526616979108,0,0.119885545930795,0.017339810362995
pdgfr,DT,SG,79,320,10,12.6582278481013,0,0,0,0,0,0,0,6.97924596630902E-05,4.32491900256118E-21,0.0014766700467172,0.0002151496345712,4.05063291139241,0.189873417721519,0.046875,0.276178571908156,0.002677881314998,0.620927643821282,0.160405657981535,0.495965189873418,0.151898734177215,0.987341772151899,0.15308369384849,0.594936708860759,0.17349341025641,0,0.927418,0.180777126941003,0.167605296794872,0.00348759375,0.38717256875,0.0869686770429125,0.0511213459679747,0,0.860104146724,0.127092534804003,0.003674977800979,0,0.152484100047974,0.0183435786099191
pharynx,XG,SG,195,10,20,10.2564102564103,0.117154474271521,0.0030252968008079,0.576105026896029,0.102633346511911,0.0242047561769615,0.0242047561769615,0.0242047561769615,0.0197596997017094,2.37683925984599E-07,0.327013579723271,0.0390145708117375,0.0512820512820513,0.0102564102564103,0.2,0.184823752727857,0.0318811825893838,0.611466872423263,0.197045594522925,0.807692307692308,0.574358974358974,0.943589743589744,0.131950975650666,0.205128205128205,0.168239798821147,0,0.853752759381898,0.168772234123718,0.317690230731468,0.0740476190476191,0.590714285714286,0.10706307363674,0.0594774889290481,0,0.728893774152206,0.11675233615514,0.0131743416485964,0,0.66123583434516,0.0673360476484588
places,XG,RU,329,8,25,7.59878419452887,0.104934289858273,1.49993094414873E-05,0.642556699171709,0.0880518236877392,0.0187407631174025,0.0187407631174025,0.0187407631174025,0.0162237919917358,1.0294277270423E-07,0.382790221006358,0.0297142862423548,0.0243161094224924,0.0091185410334346,0.375,0.168387286627405,0.0675860932544775,0.327284928855646,0.0937271354419783,0.535334346504559,0.468085106382979,0.613981762917933,0.0468473343345777,0.337386018237082,0.146756906465964,0.0011535688536409,0.771016582552271,0.12297119677542,0.150408206093611,0.0390149542639253,0.524203504394595,0.0723027676818204,0.034179677946376,1.33072110009045E-06,0.394532524435106,0.0582390257328136,0.012482731350868,0,0.467301678407472,0.0388728136675057
